"Date","Simple Date","Outdoor Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Wind Direction (°)","Hourly Rain (in/hr)","Daily Rain (in)","24 Hour Rain (in)","Relative Pressure (inHg)","Outdoor Humidity (%)","Growing Degree Days (days)","Absolute Pressure (inHg)"
2022-09-10T14:47:00-05:00,2022-09-10 14:47:00,66,66,45.2,1.3,5.8,0,0,0,0,30.1,47,,28.4
2022-09-10T14:32:00-05:00,2022-09-10 14:32:00,67.5,67.5,46.6,1.1,6,0,0,0,0,30.09,47,,28.4
2022-09-10T14:17:00-05:00,2022-09-10 14:17:00,67.6,67.6,46.1,2.2,6.3,0,0,0,0,30.09,46,,28.4
2022-09-10T14:02:00-05:00,2022-09-10 14:02:00,67.3,67.3,46.4,1.8,6,0,0,0,0,30.1,47,,28.41
2022-09-10T13:47:00-05:00,2022-09-10 13:47:00,67.1,67.1,45.6,2,7.8,0,0,0,0,30.1,46,,28.41
2022-09-10T13:32:00-05:00,2022-09-10 13:32:00,66.4,66.4,45.6,2.2,8.1,0,0,0,0,30.09,47,,28.4
2022-09-10T13:17:00-05:00,2022-09-10 13:17:00,65.8,65.8,45.6,1.8,6.7,0,0,0,0,30.11,48,,28.41
2022-09-10T13:02:00-05:00,2022-09-10 13:02:00,66.4,66.4,46.1,1.8,24.6,0,0,0,0,30.1,48,,28.41
2022-09-10T12:47:00-05:00,2022-09-10 12:47:00,65.1,65.1,44.9,0.9,26.2,0,0,0,0,30.11,48,,28.41
2022-09-10T12:32:00-05:00,2022-09-10 12:32:00,64.9,64.9,45.3,1.3,18.3,0,0,0,0,30.11,49,,28.41
2022-09-10T12:17:00-05:00,2022-09-10 12:17:00,65.8,65.8,45.6,3.6,18.3,0,0,0,0,30.11,48,,28.41
2022-09-10T12:02:00-05:00,2022-09-10 12:02:00,65.8,65.8,45.6,2.7,16.3,0,0,0,0,30.11,48,,28.41
2022-09-10T11:47:00-05:00,2022-09-10 11:47:00,65.1,65.1,46.5,2.2,7.8,0,0,0,0,30.11,51,,28.41
2022-09-10T11:32:00-05:00,2022-09-10 11:32:00,64.6,64.6,47.6,0.4,19,0,0,0,0.01,30.11,54,,28.41
2022-09-10T11:17:00-05:00,2022-09-10 11:17:00,64,64,47.5,2,7.8,0,0,0,0.03,30.11,55,,28.41
2022-09-10T11:02:00-05:00,2022-09-10 11:02:00,63.5,63.5,47.5,1.8,8.7,0,0,0,0.04,30.11,56,,28.41
2022-09-10T10:47:00-05:00,2022-09-10 10:47:00,63.1,63.1,48.5,2.5,10.1,0,0,0,0.05,30.11,59,,28.4
2022-09-10T10:32:00-05:00,2022-09-10 10:32:00,62.6,62.6,49.8,1.8,6,0,0,0,0.05,30.11,63,,28.4
2022-09-10T10:17:00-05:00,2022-09-10 10:17:00,61.3,61.3,51,0.9,4.7,0,0,0,0.06,30.11,69,,28.4
2022-09-10T10:02:00-05:00,2022-09-10 10:02:00,60.4,60.4,51.3,2.2,6.7,0,0,0,0.06,30.11,72,,28.4
2022-09-10T09:47:00-05:00,2022-09-10 09:47:00,59,59,51.8,1.8,6,0,0,0,0.08,30.12,77,,28.4
2022-09-10T09:32:00-05:00,2022-09-10 09:32:00,57.7,57.7,52.2,0.9,18.6,0,0,0,0.1,30.12,82,,28.4
2022-09-09T23:47:00-05:00,2022-09-09 23:47:00,54.1,54.1,52.7,0.4,2.7,0,0,0.23,0.23,30.04,95,,28.31
2022-09-09T23:32:00-05:00,2022-09-09 23:32:00,54.5,54.5,52.8,0.2,2.2,0,0,0.23,0.23,30.04,94,,28.31
2022-09-09T23:17:00-05:00,2022-09-09 23:17:00,54.7,54.7,53.6,0.2,3.4,0,0,0.23,0.23,30.04,96,,28.31
2022-09-09T23:02:00-05:00,2022-09-09 23:02:00,54.9,54.9,54.1,0,0,0,0,0.23,0.23,30.04,97,,28.31
2022-09-09T22:47:00-05:00,2022-09-09 22:47:00,55.2,55.2,54.4,0,2,0,0,0.23,0.23,30.04,97,,28.31
2022-09-09T22:32:00-05:00,2022-09-09 22:32:00,55.2,55.2,54.4,0.4,2.2,0,0,0.23,0.23,30.03,97,,28.3
2022-09-09T22:17:00-05:00,2022-09-09 22:17:00,55.4,55.4,54.6,0.4,2.9,0,0,0.23,0.23,30.03,97,,28.3
2022-09-09T22:02:00-05:00,2022-09-09 22:02:00,55.4,55.4,54.6,0,1.6,0,0,0.23,0.23,30.01,97,,28.29
2022-09-09T21:47:00-05:00,2022-09-09 21:47:00,55.6,55.6,54.8,0,1.6,0,0,0.23,0.23,30.01,97,,28.29
2022-09-09T21:32:00-05:00,2022-09-09 21:32:00,55.6,55.6,54.8,0,2.5,0,0,0.23,0.23,30.01,97,,28.29
2022-09-09T21:17:00-05:00,2022-09-09 21:17:00,55.4,55.4,54.6,0,0.9,0,0,0.23,0.23,30.01,97,,28.29
2022-09-09T21:02:00-05:00,2022-09-09 21:02:00,55.8,55.8,54.7,0,1.1,0,0,0.23,0.23,30.01,96,,28.29
2022-09-09T20:47:00-05:00,2022-09-09 20:47:00,55.8,55.8,54.4,0.2,3.1,0,0,0.23,0.23,30.01,95,,28.29
2022-09-09T20:32:00-05:00,2022-09-09 20:32:00,55.8,55.8,54.4,0.2,2.7,0,0,0.23,0.23,30,95,,28.28
2022-09-09T20:17:00-05:00,2022-09-09 20:17:00,55.8,55.8,54.4,0,2.9,0,0,0.23,0.23,30,95,,28.28
2022-09-09T20:02:00-05:00,2022-09-09 20:02:00,56.3,56.3,54.6,0.2,2.2,0,0,0.23,0.23,30,94,,28.28
2022-09-09T19:47:00-05:00,2022-09-09 19:47:00,56.5,56.5,54.8,0,0,0,0,0.23,0.23,29.99,94,,28.27
2022-09-09T19:32:00-05:00,2022-09-09 19:32:00,57.2,57.2,55.2,0,1.1,0,0,0.23,0.23,29.98,93,,28.26
2022-09-09T19:17:00-05:00,2022-09-09 19:17:00,57.7,57.7,55.4,0,1.6,0,0,0.23,0.23,29.96,92,,28.25
2022-09-09T19:02:00-05:00,2022-09-09 19:02:00,58.5,58.5,55.9,0,2,0,0,0.23,0.23,29.96,91,,28.25
2022-09-09T18:47:00-05:00,2022-09-09 18:47:00,58.8,58.8,55.9,0.4,2.9,0,0,0.23,0.23,29.96,90,,28.25
2022-09-09T18:32:00-05:00,2022-09-09 18:32:00,59.5,59.5,55.9,0,2.2,0,0,0.23,0.23,29.95,88,,28.24
2022-09-09T18:02:00-05:00,2022-09-09 18:02:00,59.7,59.7,55.8,0.4,3.8,0,0,0.23,0.23,29.95,87,,28.24
2022-09-09T17:47:00-05:00,2022-09-09 17:47:00,59.5,59.5,55.9,0,0,0,0,0.23,0.23,29.94,88,,28.23
2022-09-09T17:32:00-05:00,2022-09-09 17:32:00,60.3,60.3,55.8,0.2,2.9,0,0,0.23,0.23,29.94,85,,28.24
2022-09-09T17:17:00-05:00,2022-09-09 17:17:00,60.6,60.6,55.4,0.7,3.6,0,0,0.23,0.23,29.94,83,,28.24
2022-09-09T17:02:00-05:00,2022-09-09 17:02:00,61,61,55.5,1.3,5.1,0,0,0.23,0.23,29.95,82,,28.25
2022-09-09T16:47:00-05:00,2022-09-09 16:47:00,61.3,61.3,55.1,1.3,4,0,0,0.23,0.23,29.94,80,,28.24
2022-09-09T16:32:00-05:00,2022-09-09 16:32:00,61.5,61.5,54.9,1.1,4,0,0,0.23,0.23,29.93,79,,28.23
2022-09-09T16:17:00-05:00,2022-09-09 16:17:00,61.3,61.3,54.4,0.4,3.1,0,0,0.23,0.23,29.93,78,,28.23
2022-09-09T16:02:00-05:00,2022-09-09 16:02:00,61.2,61.2,55,0.4,4,0,0,0.23,0.23,29.94,80,,28.24
2022-09-09T15:47:00-05:00,2022-09-09 15:47:00,61.2,61.2,55.3,0.4,2.5,0,0,0.23,0.23,29.93,81,,28.23
2022-09-09T15:32:00-05:00,2022-09-09 15:32:00,61.3,61.3,55.4,1.1,4.3,0,0,0.23,0.23,29.94,81,,28.24
2022-09-09T15:17:00-05:00,2022-09-09 15:17:00,60.8,60.8,55.3,0.9,5.1,0,0,0.23,0.23,29.93,82,,28.23
2022-09-09T15:02:00-05:00,2022-09-09 15:02:00,61,61,54.4,0.9,5.1,0,0,0.23,0.23,29.92,79,,28.22
2022-09-09T14:47:00-05:00,2022-09-09 14:47:00,61.7,61.7,55.8,1.3,5.4,0,0,0.23,0.23,29.91,81,,28.21
2022-09-09T14:32:00-05:00,2022-09-09 14:32:00,60.8,60.8,55.9,0.9,5.4,0,0,0.23,0.23,29.92,84,,28.22
2022-09-09T14:17:00-05:00,2022-09-09 14:17:00,60.4,60.4,55.5,0.4,3.4,0,0,0.23,0.23,29.93,84,,28.23
2022-09-09T14:02:00-05:00,2022-09-09 14:02:00,60.3,60.3,55.4,1.6,5.8,0,0,0.23,0.23,29.92,84,,28.22
2022-09-09T13:47:00-05:00,2022-09-09 13:47:00,61,61,56.1,2,8.3,0,0,0.23,0.23,29.91,84,,28.21
2022-09-09T13:32:00-05:00,2022-09-09 13:32:00,61.3,61.3,56.4,1.6,5.4,0,0,0.23,0.23,29.9,84,,28.2
2022-09-09T13:17:00-05:00,2022-09-09 13:17:00,59.9,59.9,56.6,0.4,3.1,0,0,0.23,0.23,29.91,89,,28.21
2022-09-09T13:02:00-05:00,2022-09-09 13:02:00,59.2,59.2,55.6,0.7,2.9,0,0,0.23,0.23,29.92,88,,28.21
2022-09-09T12:47:00-05:00,2022-09-09 12:47:00,58.8,58.8,55.6,0.4,2.5,0,0,0.23,0.23,29.91,89,,28.2
2022-09-09T12:32:00-05:00,2022-09-09 12:32:00,58.6,58.6,56,1.3,6.3,0,0,0.23,0.23,29.91,91,,28.2
2022-09-09T12:17:00-05:00,2022-09-09 12:17:00,58.3,58.3,56.6,1.6,7.2,0,0,0.23,0.23,29.91,94,,28.2
2022-09-09T12:02:00-05:00,2022-09-09 12:02:00,57.9,57.9,56.8,1.1,6,0,0,0.23,0.23,29.91,96,,28.2
2022-09-09T11:47:00-05:00,2022-09-09 11:47:00,57.4,57.4,56.3,0,2.5,0,0,0.23,0.23,29.89,96,,28.18
2022-09-09T11:32:00-05:00,2022-09-09 11:32:00,57,57,56.2,0,2.7,0,0.03,0.22,0.23,29.89,97,,28.18
2022-09-09T11:17:00-05:00,2022-09-09 11:17:00,57,57,56.2,0.4,4.9,0,0.06,0.2,0.22,29.89,97,,28.18
2022-09-09T11:02:00-05:00,2022-09-09 11:02:00,57,57,56.2,0.7,4.3,0,0.03,0.19,0.2,29.9,97,,28.19
2022-09-09T10:47:00-05:00,2022-09-09 10:47:00,57,57,56.2,0,1.8,0,0.03,0.18,0.19,29.9,97,,28.19
2022-09-09T10:32:00-05:00,2022-09-09 10:32:00,56.8,56.8,56,0.2,2,0,0,0.18,0.18,29.9,97,,28.19
2022-09-09T10:17:00-05:00,2022-09-09 10:17:00,56.8,56.8,56,0,1.8,0,0.03,0.17,0.18,29.91,97,,28.2
2022-09-09T10:02:00-05:00,2022-09-09 10:02:00,56.8,56.8,56,0.4,3.6,0,0,0.17,0.17,29.9,97,,28.19
2022-09-09T09:47:00-05:00,2022-09-09 09:47:00,56.7,56.7,55.9,0.7,4.7,0,0.06,0.15,0.17,29.9,97,,28.19
2022-09-09T09:32:00-05:00,2022-09-09 09:32:00,56.8,56.8,56.2,0.4,3.1,0,0.06,0.13,0.15,29.89,98,,28.18
2022-09-08T23:47:00-05:00,2022-09-08 23:47:00,66,66,63.9,0,2.7,0,0,0,0,29.72,93,,28.05
2022-09-08T23:32:00-05:00,2022-09-08 23:32:00,67.6,67.6,64.2,0,2.5,0,0,0,0,29.71,89,,28.04
2022-09-08T23:17:00-05:00,2022-09-08 23:17:00,69.1,69.8,64.7,0.4,2.9,0,0,0,0,29.7,86,,28.04
2022-09-08T23:02:00-05:00,2022-09-08 23:02:00,69.8,70.5,65.4,1.3,5.1,0,0,0,0,29.71,86,,28.05
2022-09-08T22:47:00-05:00,2022-09-08 22:47:00,70,70.7,65.6,2.2,9.4,0,0,0,0,29.71,86,,28.05
2022-09-08T22:32:00-05:00,2022-09-08 22:32:00,69.3,70.2,66.2,1.8,8.7,0,0,0,0,29.7,90,,28.04
2022-09-08T22:17:00-05:00,2022-09-08 22:17:00,68.5,69.5,67,0,2.2,0,0,0,0,29.71,95,,28.04
2022-09-08T22:02:00-05:00,2022-09-08 22:02:00,68.7,69.7,66.9,0,0,0,0,0,0,29.69,94,,28.03
2022-09-08T21:47:00-05:00,2022-09-08 21:47:00,68.9,69.9,66.8,0,1.3,0,0,0,0,29.68,93,,28.02
2022-09-08T21:32:00-05:00,2022-09-08 21:32:00,69.3,70.3,66.9,0,0,0,0,0,0,29.67,92,,28.01
2022-09-08T21:17:00-05:00,2022-09-08 21:17:00,70,70.9,66.6,0.2,3.6,0,0,0,0,29.67,89,,28.01
2022-09-08T21:02:00-05:00,2022-09-08 21:02:00,70.3,71.2,66.9,0.2,3.4,0,0,0,0,29.67,89,,28.01
2022-09-08T20:47:00-05:00,2022-09-08 20:47:00,70.9,71.8,66.8,0,1.6,0,0,0,0,29.68,87,,28.02
2022-09-08T20:32:00-05:00,2022-09-08 20:32:00,71.6,72.4,66.5,0.2,2.5,0,0,0,0,29.67,84,,28.02
2022-09-08T20:17:00-05:00,2022-09-08 20:17:00,71.4,72.2,66.3,0.7,3.6,0,0,0,0,29.65,84,,28
2022-09-08T20:02:00-05:00,2022-09-08 20:02:00,70.7,71.6,66.6,0.2,3.8,0,0,0,0,29.65,87,,27.99
2022-09-08T19:47:00-05:00,2022-09-08 19:47:00,71.1,72,67,0,0,0,0,0,0,29.63,87,,27.98
2022-09-08T19:32:00-05:00,2022-09-08 19:32:00,72.3,73.1,66.8,0,0,0,0,0,0,29.63,83,,27.98
2022-09-08T19:17:00-05:00,2022-09-08 19:17:00,73.4,74.2,66.5,0,2,0,0,0,0,29.63,79,,27.98
2022-09-08T19:02:00-05:00,2022-09-08 19:02:00,74.5,75.2,66.4,1.8,5.4,0,0,0,0,29.63,76,,27.99
2022-09-08T18:47:00-05:00,2022-09-08 18:47:00,75,75.7,66.5,2.5,8.5,0,0,0,0,29.62,75,,27.98
2022-09-08T18:32:00-05:00,2022-09-08 18:32:00,75.6,76.3,66.7,2.5,8.5,0,0,0,0,29.61,74,,27.97
2022-09-08T18:17:00-05:00,2022-09-08 18:17:00,75.6,76.3,66.7,2.5,6.9,0,0,0,0,29.6,74,,27.96
2022-09-08T18:02:00-05:00,2022-09-08 18:02:00,75.6,76.3,66.7,1.1,4.3,0,0,0,0,29.6,74,,27.96
2022-09-08T17:47:00-05:00,2022-09-08 17:47:00,75.9,76.6,66.6,2,7.2,0,0,0,0,29.6,73,,27.96
2022-09-08T17:32:00-05:00,2022-09-08 17:32:00,75.7,76.4,66,2.7,8.9,0,0,0,0,29.6,72,,27.96
2022-09-08T17:17:00-05:00,2022-09-08 17:17:00,75.9,76.5,65.8,2.7,9.2,0,0,0,0,29.6,71,,27.96
2022-09-08T17:02:00-05:00,2022-09-08 17:02:00,76.6,77.2,65.7,4.9,16.8,0,0,0,0,29.58,69,,27.95
2022-09-08T16:47:00-05:00,2022-09-08 16:47:00,77.9,78.5,66,4.7,13.6,0,0,0,0,29.57,67,,27.94
2022-09-08T16:32:00-05:00,2022-09-08 16:32:00,77.4,78,65.6,4.5,17,0,0,0,0,29.56,67,,27.93
2022-09-08T16:17:00-05:00,2022-09-08 16:17:00,77,77.5,65.2,5.8,14.5,0,0,0,0,29.57,67,,27.94
2022-09-08T16:02:00-05:00,2022-09-08 16:02:00,77.7,78.3,65.4,4.9,17.4,0,0,0,0,29.58,66,,27.95
2022-09-08T15:47:00-05:00,2022-09-08 15:47:00,76.3,76.9,65.4,4.3,12.3,0,0,0,0,29.59,69,,27.95
2022-09-08T15:32:00-05:00,2022-09-08 15:32:00,74.8,75.3,64.3,4.3,11.9,0,0,0,0,29.58,70,,27.94
2022-09-08T15:17:00-05:00,2022-09-08 15:17:00,75,75.5,64.5,3.1,13.2,0,0,0,0,29.58,70,,27.94
2022-09-08T15:02:00-05:00,2022-09-08 15:02:00,75.7,76.2,64.8,3.1,16.3,0,0,0,0,29.59,69,,27.95
2022-09-08T14:47:00-05:00,2022-09-08 14:47:00,75.2,75.8,65.1,3.1,13.6,0,0,0,0,29.6,71,,27.96
2022-09-08T14:32:00-05:00,2022-09-08 14:32:00,74.7,75.2,64.7,3.4,11.2,0,0,0,0,29.6,71,,27.96
2022-09-08T14:17:00-05:00,2022-09-08 14:17:00,74.5,75.1,65.7,2.7,11.4,0,0,0,0,29.61,74,,27.97
2022-09-08T14:02:00-05:00,2022-09-08 14:02:00,74.3,74.9,65.5,1.3,5.6,0,0,0,0,29.62,74,,27.98
2022-09-08T13:47:00-05:00,2022-09-08 13:47:00,74.5,75.1,65.3,2.7,10.5,0,0,0,0,29.62,73,,27.98
2022-09-08T13:32:00-05:00,2022-09-08 13:32:00,74.8,75.4,65.2,3.4,13.2,0,0,0,0,29.63,72,,27.99
2022-09-08T13:17:00-05:00,2022-09-08 13:17:00,75,75.5,64.9,3.4,12.3,0,0,0,0,29.63,71,,27.99
2022-09-08T13:02:00-05:00,2022-09-08 13:02:00,75.4,75.9,64.9,5.1,17.9,0,0,0,0,29.61,70,,27.97
2022-09-08T12:47:00-05:00,2022-09-08 12:47:00,75.2,75.7,64.7,4.7,15.4,0,0,0,0,29.61,70,,27.97
2022-09-08T12:32:00-05:00,2022-09-08 12:32:00,73.8,74.3,64.6,3.8,15.9,0,0,0,0,29.61,73,,27.97
2022-09-08T12:17:00-05:00,2022-09-08 12:17:00,74.1,74.5,64.1,3.6,14.5,0,0,0,0,29.61,71,,27.97
2022-09-08T12:02:00-05:00,2022-09-08 12:02:00,73.8,74.3,64.2,3.6,12.1,0,0,0,0,29.63,72,,27.98
2022-09-08T11:47:00-05:00,2022-09-08 11:47:00,73.8,74.2,63.8,2.7,17.7,0,0,0,0,29.64,71,,27.99
2022-09-08T11:32:00-05:00,2022-09-08 11:32:00,74.8,75.2,63.9,3.8,20.1,0,0,0,0,29.63,69,,27.99
2022-09-08T11:17:00-05:00,2022-09-08 11:17:00,74.8,75.2,63.9,3.6,15,0,0,0,0,29.66,69,,28.02
2022-09-08T11:02:00-05:00,2022-09-08 11:02:00,75,75.4,64.1,4,19.2,0,0,0,0,29.66,69,,28.02
2022-09-08T10:47:00-05:00,2022-09-08 10:47:00,74.5,75,64.5,2.7,19.2,0,0,0,0,29.68,71,,28.03
2022-09-08T10:32:00-05:00,2022-09-08 10:32:00,74.3,74.7,63.9,4,14.5,0,0,0,0,29.68,70,,28.03
2022-09-08T10:17:00-05:00,2022-09-08 10:17:00,73.9,74.3,63.5,3.1,12.8,0,0,0,0,29.7,70,,28.05
2022-09-08T10:02:00-05:00,2022-09-08 10:02:00,72.9,73.3,63.7,3.8,17,0,0,0,0,29.71,73,,28.06
2022-09-08T09:47:00-05:00,2022-09-08 09:47:00,72,72.4,63.6,3.8,15,0,0,0,0,29.73,75,,28.07
2022-09-08T09:32:00-05:00,2022-09-08 09:32:00,70.2,70.6,63.4,2.9,10.5,0,0,0,0,29.74,79,,28.08
2022-09-07T23:47:00-05:00,2022-09-07 23:47:00,54,54,44.8,0,2.2,0,0,0,0,30.05,71,,28.32
2022-09-07T23:32:00-05:00,2022-09-07 23:32:00,53.2,53.2,45.8,0,0,0,0,0,0,30.06,76,,28.33
2022-09-07T23:17:00-05:00,2022-09-07 23:17:00,52.7,52.7,46,0,0,0,0,0,0,30.07,78,,28.33
2022-09-07T23:02:00-05:00,2022-09-07 23:02:00,52.7,52.7,47.4,0,0,0,0,0,0,30.08,82,,28.34
2022-09-07T22:47:00-05:00,2022-09-07 22:47:00,53.2,53.2,48.2,0,0,0,0,0,0,30.08,83,,28.34
2022-09-07T22:32:00-05:00,2022-09-07 22:32:00,53.8,53.8,48.8,0,0,0,0,0,0,30.08,83,,28.35
2022-09-07T22:17:00-05:00,2022-09-07 22:17:00,54.1,54.1,49.7,0,0,0,0,0,0,30.08,85,,28.35
2022-09-07T22:02:00-05:00,2022-09-07 22:02:00,54,54,50.5,0,0,0,0,0,0,30.08,88,,28.35
2022-09-07T21:47:00-05:00,2022-09-07 21:47:00,54.3,54.3,50.5,0,0,0,0,0,0,30.09,87,,28.36
2022-09-07T21:32:00-05:00,2022-09-07 21:32:00,55.2,55.2,50.8,0.4,25.9,0,0,0,0,30.1,85,,28.37
2022-09-07T21:17:00-05:00,2022-09-07 21:17:00,56.3,56.3,51.8,1.3,26.8,0,0,0,0,30.1,85,,28.37
2022-09-07T21:02:00-05:00,2022-09-07 21:02:00,56.8,56.8,52.3,0,0,0,0,0,0,30.09,85,,28.37
2022-09-07T20:47:00-05:00,2022-09-07 20:47:00,57.6,57.6,52.8,0,0,0,0,0,0,30.1,84,,28.38
2022-09-07T20:32:00-05:00,2022-09-07 20:32:00,58.3,58.3,53.2,0,0,0,0,0,0,30.1,83,,28.38
2022-09-07T20:17:00-05:00,2022-09-07 20:17:00,59.4,59.4,53.9,0,0,0,0,0,0,30.1,82,,28.38
2022-09-07T20:02:00-05:00,2022-09-07 20:02:00,59.5,59.5,54,0.2,22.8,0,0,0,0,30.1,82,,28.38
2022-09-07T19:47:00-05:00,2022-09-07 19:47:00,60.6,60.6,54.4,0,20.1,0,0,0,0,30.09,80,,28.38
2022-09-07T19:32:00-05:00,2022-09-07 19:32:00,62.1,62.1,54.8,0,13,0,0,0,0,30.09,77,,28.38
2022-09-07T19:17:00-05:00,2022-09-07 19:17:00,64.4,64.4,54.8,0,0,0,0,0,0,30.08,71,,28.38
2022-09-07T19:02:00-05:00,2022-09-07 19:02:00,66.7,66.7,56.2,0,0,0,0,0,0,30.07,69,,28.38
2022-09-07T18:47:00-05:00,2022-09-07 18:47:00,69.3,68.9,56.2,0,0,0,0,0,0,30.07,63,,28.39
2022-09-07T18:32:00-05:00,2022-09-07 18:32:00,72.3,71.9,55.7,0,0,0,0,0,0,30.06,56,,28.39
2022-09-07T18:17:00-05:00,2022-09-07 18:17:00,75.2,74.6,53.6,0,2.9,0,0,0,0,30.05,47,,28.39
2022-09-07T18:02:00-05:00,2022-09-07 18:02:00,77.5,76.8,50.6,0.9,4.7,0,0,0,0,30.05,39,,28.39
2022-09-07T17:47:00-05:00,2022-09-07 17:47:00,78.3,77.4,46.8,1.3,5.4,0,0,0,0,30.05,33,,28.39
2022-09-07T17:32:00-05:00,2022-09-07 17:32:00,79.2,78.3,46.8,2.2,6.3,0,0,0,0,30.05,32,,28.4
2022-09-07T17:17:00-05:00,2022-09-07 17:17:00,80.1,79.2,45.8,2.2,6.7,0,0,0,0,30.05,30,,28.4
2022-09-07T17:02:00-05:00,2022-09-07 17:02:00,80.2,79.3,45.9,2,5.6,0,0,0,0,30.06,30,,28.41
2022-09-07T16:47:00-05:00,2022-09-07 16:47:00,80.4,79.4,45.2,2.2,7.8,0,0,0,0,30.06,29,,28.41
2022-09-07T16:32:00-05:00,2022-09-07 16:32:00,80.6,79.5,45.4,2.7,6.7,0,0,0,0,30.06,29,,28.41
2022-09-07T16:17:00-05:00,2022-09-07 16:17:00,80.2,79.2,45,1.8,6.9,0,0,0,0,30.07,29,,28.42
2022-09-07T16:02:00-05:00,2022-09-07 16:02:00,80.6,79.5,45.4,2.5,7.6,0,0,0,0,30.07,29,,28.42
2022-09-07T15:47:00-05:00,2022-09-07 15:47:00,81.3,79.9,45.1,2.9,8.3,0,0,0,0,30.08,28,,28.43
2022-09-07T15:32:00-05:00,2022-09-07 15:32:00,81.5,80,45.2,2.5,8.9,0,0,0,0,30.08,28,,28.43
2022-09-07T15:17:00-05:00,2022-09-07 15:17:00,81.1,79.8,45.8,1.3,7.6,0,0,0,0,30.09,29,,28.44
2022-09-07T15:02:00-05:00,2022-09-07 15:02:00,81.3,79.9,46,1.6,7.6,0,0,0,0,30.09,29,,28.44
2022-09-07T14:47:00-05:00,2022-09-07 14:47:00,80.8,79.6,45.6,1.1,4.9,0,0,0,0,30.1,29,,28.45
2022-09-07T14:32:00-05:00,2022-09-07 14:32:00,80.4,79.4,45.2,1.3,6,0,0,0,0,30.11,29,,28.46
2022-09-07T14:17:00-05:00,2022-09-07 14:17:00,80.2,79.3,45.9,1.1,4,0,0,0,0,30.11,30,,28.46
2022-09-07T14:02:00-05:00,2022-09-07 14:02:00,80.2,79.3,45.9,0.7,4.7,0,0,0,0,30.12,30,,28.47
2022-09-07T13:47:00-05:00,2022-09-07 13:47:00,80.1,79.2,45.8,0.9,5.8,0,0,0,0,30.12,30,,28.47
2022-09-07T13:32:00-05:00,2022-09-07 13:32:00,79.2,78.3,45.9,0.2,12.5,0,0,0,0,30.14,31,,28.48
2022-09-07T13:17:00-05:00,2022-09-07 13:17:00,78.6,77.7,46.3,0.4,6.3,0,0,0,0,30.14,32,,28.48
2022-09-07T13:02:00-05:00,2022-09-07 13:02:00,78.3,77.3,46,1.3,5.4,0,0,0,0,30.14,32,,28.48
2022-09-07T12:47:00-05:00,2022-09-07 12:47:00,77.7,76.8,47.1,0.2,2.9,0,0,0,0,30.15,34,,28.49
2022-09-07T12:32:00-05:00,2022-09-07 12:32:00,77,76,47.2,1.1,5.4,0,0,0,0,30.17,35,,28.5
2022-09-07T12:17:00-05:00,2022-09-07 12:17:00,76.6,75.6,46.9,0.4,4.5,0,0,0,0,30.17,35,,28.5
2022-09-07T12:02:00-05:00,2022-09-07 12:02:00,75.9,74.9,47.7,0.2,6,0,0,0,0,30.18,37,,28.51
2022-09-07T11:47:00-05:00,2022-09-07 11:47:00,75.6,74.6,48.2,0.9,5.4,0,0,0,0,30.18,38,,28.51
2022-09-07T11:32:00-05:00,2022-09-07 11:32:00,74.8,73.9,48.8,0.7,4.7,0,0,0,0,30.18,40,,28.51
2022-09-07T11:17:00-05:00,2022-09-07 11:17:00,74.5,73.8,51.7,0.4,2.9,0,0,0,0,30.19,45,,28.52
2022-09-07T11:02:00-05:00,2022-09-07 11:02:00,73.6,72.9,52.7,0.4,2.9,0,0,0,0,30.2,48,,28.52
2022-09-07T10:47:00-05:00,2022-09-07 10:47:00,72.7,72.1,54,0.4,18.8,0,0,0,0,30.2,52,,28.52
2022-09-07T10:32:00-05:00,2022-09-07 10:32:00,71.4,70.9,55.4,0,1.6,0,0,0,0,30.2,57,,28.52
2022-09-07T10:17:00-05:00,2022-09-07 10:17:00,69.4,68.8,54.4,0,1.6,0,0,0,0,30.21,59,,28.52
2022-09-07T10:02:00-05:00,2022-09-07 10:02:00,67.8,67.8,55.6,0,1.6,0,0,0,0,30.23,65,,28.53
2022-09-07T09:47:00-05:00,2022-09-07 09:47:00,66,66,56.3,0,1.6,0,0,0,0,30.23,71,,28.53
2022-09-07T09:32:00-05:00,2022-09-07 09:32:00,63.5,63.5,57.2,0,1.3,0,0,0,0,30.24,80,,28.53
2022-09-06T23:47:00-05:00,2022-09-06 23:47:00,58.8,58.8,57.9,0,0,0,0,0,0,30.17,97,,28.45
2022-09-06T23:32:00-05:00,2022-09-06 23:32:00,59.4,59.4,58.5,0,0,0,0,0,0,30.17,97,,28.45
2022-09-06T23:17:00-05:00,2022-09-06 23:17:00,59.7,59.7,58.6,0,0,0,0,0,0,30.17,96,,28.45
2022-09-06T23:02:00-05:00,2022-09-06 23:02:00,60.3,60.3,59.2,0,0,0,0,0,0,30.17,96,,28.45
2022-09-06T22:47:00-05:00,2022-09-06 22:47:00,60.8,60.8,59.7,0,0,0,0,0,0,30.17,96,,28.45
2022-09-06T22:32:00-05:00,2022-09-06 22:32:00,61.5,61.5,60.3,0,0,0,0,0,0,30.16,96,,28.45
